dnaSampleID,imgGenomeID,jgiProjectID,ITS Proposal ID,Sequencing Status,Study Name,GenomeName,Sequencing Center,GOLD Analysis Project ID,GOLD Analysis Project Type,GOLD Sequencing Project ID,GOLD Study ID,Funding Program,Sequencing Method,Sequencing Quality,siteID,collectDate,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,GenomeSize,GeneCount,ScaffoldCount,metaBATbinCount,eukCCbinCount,estNumberGenomes,avgGenomeSize,numberFilteredReads,numberMappedReads,pctAssembledReads
STER_016-M-22-2-20130627-GEN-DNA1,3300040308,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_016-M-22-2-20130627-GEN-DNA1",Argonne National Laboratory,Ga0428477,Metagenome Analysis,Gp0477072,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,STER,20130627,Environmental,Terrestrial,Unclassified,Soil,Unclassified,5559935,16240,14400,0,0,0,0,0,0,0
SCBI_047-M-20170719-COMP-DNA1,3300070496,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Virginia, USA - SCBI_047-M-20170719-COMP-DNA1",Battelle Memorial Institute,Ga0620206,Metagenome Analysis,Gp0766774,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SCBI,20170719,Environmental,Terrestrial,Forest,Soil,Unclassified,1306523,4466,4012,0,0,0,0,0,0,0
KONZ_005-M-20230803-COMP-DNA1,3300080034,1514610,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Konza Prairie Biological Station NEON Field site, Manhattan, Kansas, USA - KONZ_005-M-20230803-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0669133,Metagenome Analysis,Gp0820676,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,KONZ,20230803,Environmental,Terrestrial,Unclassified,Soil,Unclassified,2319380166,3956087,2062216,12,0,427,5431803,414339964,229034186,55.28
BONA_071-O-20190826-COMP-DNA2,3300070905,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Caribou-Poker Creeks Research Watershed, Alaska, USA - BONA_071-O-20190826-COMP-DNA2",Battelle Memorial Institute,Ga0619638,Metagenome Analysis,Gp0766206,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,BONA,20190826,Environmental,Terrestrial,Forest,Soil,Unclassified,4609755,15195,13407,0,0,0,0,0,0,0
WLOU.20230815.EPILITHON.5.DNA-DNA1,3300081903,1506388,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from West St. Louis Creek NEON Field Site, Fraser, CO, USA - WLOU.20230815.EPILITHON.5.DNA-DNA1 (version 2)",DOE Joint Genome Institute  (JGI),Ga0672991,Metagenome Analysis,Gp0812669,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,WLOU,20230815,Environmental,Aquatic,Creek,Freshwater,Unclassified,1228815911,1733568,772765,39,0,224,5485785,320186584,273939674,85.56
UNDE_035-M-20160803-COMP-DNA1,3300039914,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from UNDERC, Great Lakes, MI, USA - UNDE_035-M-20160803-COMP-DNA1",Battelle Memorial Institute,Ga0428320,Metagenome Analysis,Gp0477165,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20160803,Environmental,Terrestrial,Unclassified,Soil,Unclassified,22160348,60705,52474,0,0,0,0,0,0,0
OAES_003-M-20180529-COMP-DNA1,3300070991,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Marvin Klemme Range Research Station, Oklahoma, USA - OAES_003-M-20180529-COMP-DNA1",Battelle Memorial Institute,Ga0620019,Metagenome Analysis,Gp0766587,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,OAES,20180529,Environmental,Terrestrial,Unclassified,Soil,Unclassified,19944771,57371,48319,0,0,0,0,0,0,0
POSE.20230719.EPIPELON.2.DNA-DNA1,3300081893,1506432,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPIPELON.2.DNA-DNA1 (version 2)",DOE Joint Genome Institute  (JGI),Ga0672978,Metagenome Analysis,Gp0812639,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,POSE,20230719,Environmental,Aquatic,Creek,Freshwater,Unclassified,282037485,557323,370109,1,0,81,3481944,347699338,59111985,17
HARV_002-O-20200715-COMP-DNA1,3300070379,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Harvard Forest , Massachusetts, USA - HARV_002-O-20200715-COMP-DNA1",Battelle Memorial Institute,Ga0619818,Metagenome Analysis,Gp0766386,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,HARV,20200715,Environmental,Terrestrial,Forest,Soil,Unclassified,45277701,122431,98711,0,0,9,5030855,0,0,0
WREF_073-O-20210623-COMP-1,3300060655,1414509,509462,Permanent Draft,Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico,"Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_073-O-20210623-comp-1",DOE Joint Genome Institute  (JGI),Ga0597078,Metagenome Analysis,Gp0704926,Gs0161344,Director's Science,Illumina NovaSeq S4,Level 1: Standard Draft,WREF,20210623,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,1243731233,2155346,1217523,6,1,235,5292473,275958474,130286758,47.21
HARV_013-O-23-20230704-GEN-DNA1,3300081826,1529181,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA - HARV_013-O-23-20230704-GEN-DNA1",DOE Joint Genome Institute  (JGI),Ga0672854,Metagenome Analysis,Gp0824485,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,HARV,20230704,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,2996390111,4778673,2440372,35,0,498,6016847,400355716,247658009,61.86
CLBJ_033-M-20170413-COMP-DNA1,3300040248,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from LBJ National Grassland , Southern Plains, TX, USA - CLBJ_033-M-20170413-COMP-DNA1",Battelle Memorial Institute,Ga0428481,Metagenome Analysis,Gp0476606,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,CLBJ,20170413,Environmental,Terrestrial,Unclassified,Soil,Unclassified,6954843,20154,17632,0,0,0,0,0,0,0
GUAN_042-M-20161004-COMP-DNA1,3300040231,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Guanica Forest, Atlantic Neotropical, PR, USA - GUAN_042-M-20161004-COMP-DNA1",Battelle Memorial Institute,Ga0428335,Metagenome Analysis,Gp0476733,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,GUAN,20161004,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,7642079,23036,20383,0,0,0,0,0,0,0
WREF_072-O-20200715-COMP-DNA1,3300070344,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_072-O-20200715-COMP-DNA1",Battelle Memorial Institute,Ga0619584,Metagenome Analysis,Gp0766152,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WREF,20200715,Environmental,Terrestrial,Forest,Soil,Unclassified,34580037,102336,87755,0,0,0,0,0,0,0
NIWO_002-O-20160830-COMP-DNA1,3300040115,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - NIWO_002-O-20160830-COMP-DNA1",Battelle Memorial Institute,Ga0428385,Metagenome Analysis,Gp0476866,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,NIWO,20160830,Environmental,Terrestrial,Unclassified,Soil,Unclassified,12107228,36288,33328,0,0,0,0,0,0,0
PUUM_007-O-20200114-COMP-DNA1,3300070781,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Puu Makaala Natural Area Reserve, Hawaii, USA - PUUM_007-O-20200114-COMP-DNA1",Battelle Memorial Institute,Ga0620152,Metagenome Analysis,Gp0766720,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,PUUM,20200114,Environmental,Terrestrial,Forest,Soil,Unclassified,4386509,14183,12558,0,0,0,0,0,0,0
CLBJ_033-O-20160815-COMP-DNA1,3300069607,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from LBJ National Grassland , Southern Plains, TX, USA - CLBJ_033-O-20160815-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614371,Metagenome Analysis,Gp0476597,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,CLBJ,20160815,Environmental,Terrestrial,Unclassified,Soil,Unclassified,4469256,14960,13418,0,0,0,0,0,0,0
WOOD_005-M-20200805-COMP-DNA1,3300070586,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Chase Lake National Wildlife Refuge, North Dakota, USA - WOOD_005-M-20200805-COMP-DNA1",Battelle Memorial Institute,Ga0620439,Metagenome Analysis,Gp0767007,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WOOD,20200805,Environmental,Terrestrial,Unclassified,Soil,Unclassified,18061147,55404,47782,0,0,0,0,0,0,0
LENO_003-M-20160829-COMP-DNA1,3300039761,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Lenoir Landing, Ozarks Complex, AL, USA - LENO_003-M-20160829-COMP-DNA1",Battelle Memorial Institute,Ga0428373,Metagenome Analysis,Gp0476838,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,LENO,20160829,Environmental,Terrestrial,Unclassified,Soil,Unclassified,42428698,114446,99225,0,0,0,0,0,0,0
WREF_072-M-20230712-COMP-DNA1,3300078372,1490137,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Wind River Experimental Forest NEON Field Site, Washington, USA - WREF_072-M-20230712-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643816,Metagenome Analysis,Gp0798514,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,WREF,20230712,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,1767984844,2930351,1519072,17,0,241,7336036,300256204,176515317,58.79
TOOL_005-O-20230719-COMP-DNA1,3300079391,1490360,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Toolik Field Station NEON Field Site, Alaska, USA - TOOL_005-O-20230719-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643855,Metagenome Analysis,Gp0798481,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,TOOL,20230719,Environmental,Terrestrial,Shrubland,Soil,Unclassified,2081529232,3329831,1761829,15,1,322,6464376,348911574,197595672,56.63
NIWO_041-O-20200706-COMP-DNA1,3300070610,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_041-O-20200706-COMP-DNA1",Battelle Memorial Institute,Ga0619475,Metagenome Analysis,Gp0766043,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,NIWO,20200706,Environmental,Terrestrial,Unclassified,Soil,Unclassified,13513486,41862,37631,0,0,0,0,0,0,0
BONA_006-O-20230710-COMP-DNA1,3300079305,1490093,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA - BONA_006-O-20230710-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643772,Metagenome Analysis,Gp0798345,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,BONA,20230710,Environmental,Terrestrial,Boreal forest/Taiga,Soil,Unclassified,1276913080,2090889,1147455,19,0,202,6321351,220267750,112174314,50.93
WREF PLOT 3 SAMPLES,3300072276,1414545,509462,Permanent Draft,Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico,WREF plot 3 samples,DOE Joint Genome Institute  (JGI),Ga0619408,Combined Assembly,Gp0704962,Gs0161344,Director's Science,Illumina NovaSeq S4,Level 1: Standard Draft,WREF PLOT 3 SAMPLES,NA,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,5028073026,8117656,4158234,45,0,716,7022448,0,0,0
UNDE_014-M-20160802-COMP-DNA1,3300069514,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from UNDERC, Great Lakes, MI, USA - UNDE_014-M-20160802-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614251,Metagenome Analysis,Gp0477164,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20160802,Environmental,Terrestrial,Unclassified,Soil,Unclassified,15652588,56060,50826,0,0,0,0,0,0,0
WOOD_003-M-20230705-COMP-DNA1,3300079121,1490340,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_003-M-20230705-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643835,Metagenome Analysis,Gp0798506,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,WOOD,20230705,Environmental,Terrestrial,Grasslands,Soil,Unclassified,1842703845,3156002,1648739,9,0,396,4653292,416720520,238731006,57.29
UKFS_005-M-20160718-COMP-DNA1,3300040502,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from The University of Kansas Field Station, Prairie Peninsula, KS, USA - UKFS_005-M-20160718-COMP-DNA1",Battelle Memorial Institute,Ga0428278,Metagenome Analysis,Gp0477146,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UKFS,20160718,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3471009,11418,10634,0,0,0,0,0,0,0
OSBS_001-O-20230711-COMP-DNA1,3300078425,1490382,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field Site, Florida, USA - OSBS_001-O-20230711-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643877,Metagenome Analysis,Gp0798444,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,OSBS,20230711,Environmental,Terrestrial,Wetlands,Soil,Unclassified,2158201795,3411007,1740153,24,0,337,6404159,328583530,220056562,66.97
TALL_054-M-20190617-COMP-DNA1,3300071109,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Alabama, USA - TALL_054-M-20190617-COMP-DNA1",Battelle Memorial Institute,Ga0620338,Metagenome Analysis,Gp0766906,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TALL,20190617,Environmental,Terrestrial,Forest,Soil,Unclassified,5892069,19908,17381,0,0,0,0,0,0,0
WREF_007-O-20200722-COMP-DNA1,3300070343,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_007-O-20200722-COMP-DNA1",Battelle Memorial Institute,Ga0619579,Metagenome Analysis,Gp0766147,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WREF,20200722,Environmental,Terrestrial,Forest,Soil,Unclassified,39207535,114521,95216,0,0,0,0,0,0,0
JERC_002-M-20170725-COMP-DNA1,3300040101,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Jones Ecological Research Center, Southeast, GA, USA - JERC_002-M-20170725-COMP-DNA1",Battelle Memorial Institute,Ga0428355,Metagenome Analysis,Gp0476794,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,JERC,20170725,Environmental,Terrestrial,Unclassified,Soil,Unclassified,12256328,35022,32171,0,0,0,0,0,0,0
DSNY_009-M-20140327-COMP-DNA1,3300039784,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_009-M-20140327-COMP-DNA1",Argonne National Laboratory,Ga0435358,Metagenome Analysis,Gp0476705,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,DSNY,20140327,Environmental,Terrestrial,Unclassified,Soil,Unclassified,36510369,103484,92317,0,0,0,0,0,0,0
TEAK_003-M-20210726-COMP-1,3300060746,1414501,509462,Permanent Draft,Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico,"Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_003-M-20210726-comp-1",DOE Joint Genome Institute  (JGI),Ga0597070,Metagenome Analysis,Gp0704918,Gs0161344,Director's Science,Illumina NovaSeq S4,Level 1: Standard Draft,TEAK,20210726,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,1095983641,2023617,1229270,6,0,245,4473402,404852688,153545517,37.93
ORNL_002-M-20190610-COMP-DNA1,3300070764,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Oak Ridge, Tennessee, USA - ORNL_002-M-20190610-COMP-DNA1",Battelle Memorial Institute,Ga0620079,Metagenome Analysis,Gp0766647,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ORNL,20190610,Environmental,Terrestrial,Forest,Soil,Unclassified,18710,60,59,0,0,0,0,0,0,0
DSNY_016-M-20140327-COMP-DNA1,3300069513,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_016-M-20140327-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0614250,Metagenome Analysis,Gp0476696,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,DSNY,20140327,Environmental,Terrestrial,Unclassified,Soil,Unclassified,17026372,53518,47398,0,0,0,0,0,0,0
UNDE_044-O-20160815-COMP-DNA1,3300069500,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from UNDERC, Great Lakes, MI, USA - UNDE_044-O-20160815-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614237,Metagenome Analysis,Gp0477163,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20160815,Environmental,Terrestrial,Unclassified,Soil,Unclassified,24133161,84976,76753,0,0,0,0,0,0,0
YELL_012-M-20200708-COMP-DNA1,3300070604,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Yellowstone National Park, Wyoming, USA - YELL_012-M-20200708-COMP-DNA1",Battelle Memorial Institute,Ga0620484,Metagenome Analysis,Gp0767052,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,YELL,20200708,Environmental,Terrestrial,Forest,Soil,Unclassified,15967210,50794,44722,0,0,0,0,0,0,0
DCFS_062-O-20230725-COMP-DNA1,3300079522,1490411,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Dakota Coteau Field Site, North Dakota, USA - DCFS_062-O-20230725-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643906,Metagenome Analysis,Gp0798365,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,DCFS,20230725,Environmental,Terrestrial,Grasslands,Soil,Unclassified,3397194001,5817590,3133007,11,0,547,6210592,616940264,349900728,56.72
CLBJ_032-M-20190415-COMP-DNA1,3300070690,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Lyndon B. Johnson National Grassland, Texas, USA - CLBJ_032-M-20190415-COMP-DNA1",Battelle Memorial Institute,Ga0619660,Metagenome Analysis,Gp0766228,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,CLBJ,20190415,Environmental,Terrestrial,Unclassified,Soil,Unclassified,10998672,30383,25275,0,0,0,0,0,0,0
TALL_047-M-20170614-COMP-DNA1,3300069347,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_047-M-20170614-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614003,Metagenome Analysis,Gp0477090,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TALL,20170614,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,9607616,29877,26417,0,0,0,0,0,0,0
GUAN_002-M-20230831-COMP-DNA1,3300082228,1514625,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Guayanilla, Puerto Rico - GUAN_002-M-20230831-COMP-DNA1 (version 2)",DOE Joint Genome Institute  (JGI),Ga0672949,Metagenome Analysis,Gp0820691,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,GUAN,20230831,Environmental,Terrestrial,Unclassified,Soil,Unclassified,2015496815,3437441,1817897,8,0,428,4709104,380750418,231551317,60.81
OSBS_005-O-20170712-COMP-DNA1,3300070775,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Florida, USA - OSBS_005-O-20170712-COMP-DNA1",Battelle Memorial Institute,Ga0620123,Metagenome Analysis,Gp0766691,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,OSBS,20170712,Environmental,Terrestrial,Wetlands,Soil,Unclassified,609973,2115,1876,0,0,0,0,0,0,0
SJER_005-M-20170315-COMP-DNA1,3300039900,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from San Joaquin Experimental Range, Pacific Southwest, CA, USA - SJER_005-M-20170315-COMP-DNA1",Battelle Memorial Institute,Ga0428201,Metagenome Analysis,Gp0477003,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SJER,20170315,Environmental,Terrestrial,Unclassified,Soil,Unclassified,22479571,67274,60889,0,0,0,0,0,0,0
DEJU_009-M-20230628-COMP-DNA1,3300077819,1490105,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_009-M-20230628-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643784,Metagenome Analysis,Gp0798378,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,DEJU,20230628,Environmental,Terrestrial,Boreal forest/Taiga,Soil,Unclassified,1931511632,3292012,1839778,11,0,353,5471704,392909518,197473673,50.26
MLBS_005-O-20180611-COMP-DNA1,3300070424,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Mountain Lake Biological Station, Virginia, USA - MLBS_005-O-20180611-COMP-DNA1",Battelle Memorial Institute,Ga0619963,Metagenome Analysis,Gp0766531,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,MLBS,20180611,Environmental,Terrestrial,Forest,Soil,Unclassified,97356817,281657,237392,0,0,26,3744492,0,0,0
LAJA_051-M-20160920-COMP-DNA1,3300070416,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Lajas Experimental Station, Puerto Rico, USA - LAJA_051-M-20160920-COMP-DNA1",Battelle Memorial Institute,Ga0619945,Metagenome Analysis,Gp0766513,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,LAJA,20160920,Environmental,Terrestrial,Grasslands,Soil,Pasture,59971199,193790,167564,0,0,17,3527717,0,0,0
OSBS_031-M-20230712-COMP-DNA1,3300080033,1514606,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_031-M-20230712-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0669129,Metagenome Analysis,Gp0820672,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,OSBS,20230712,Environmental,Terrestrial,Unclassified,Soil,Unclassified,2399123408,4039128,2216610,16,1,422,5685126,424493698,206712963,48.7
BLDE.20230801.EPILITHON.1.DNA-DNA1,3300080907,1500414,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Blacktail Deer Creek NEON Field Site, Mammoth, YNP, WY, USA - BLDE.20230801.EPILITHON.1.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654490,Metagenome Analysis,Gp0812763,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,BLDE,20230801,Environmental,Aquatic,Creek,Freshwater,Biofilm,1373582401,2141707,1144084,32,0,284,4836557,304512250,209326386,68.74
ORNL_053-O-20160727-COMP-DNA1,3300071035,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Oak Ridge, Tennessee, USA - ORNL_053-O-20160727-COMP-DNA1",Battelle Memorial Institute,Ga0620109,Metagenome Analysis,Gp0766677,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ORNL,20160727,Environmental,Terrestrial,Forest,Soil,Unclassified,27732245,84974,73925,0,0,0,0,0,0,0
TALL_001-M-20140708-COMP-DNA1,3300069639,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_001-M-20140708-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0614426,Metagenome Analysis,Gp0477114,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,TALL,20140708,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,3954687,12215,10650,0,0,0,0,0,0,0
OKSR.SS.20230717.DNA-DNA1,3300081628,1529142,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.SS.20230717.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0671664,Metagenome Analysis,Gp0823173,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,OKSR,20230717,Environmental,Aquatic,Creek,Freshwater,Unclassified,135490039,250028,148909,3,0,42,3225953,308274558,29075311,9.43
LEWI.20230726.EPIPELON.5.DNA-DNA1,3300081894,1506430,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.5.DNA-DNA1 (version 2)",DOE Joint Genome Institute  (JGI),Ga0672980,Metagenome Analysis,Gp0812650,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,LEWI,20230726,Environmental,Aquatic,Creek,Freshwater,Unclassified,255495722,485318,316125,1,0,76,3361785,216143942,51089484,23.64
